81026: [0, 0, 1, 2, 8, 8, 4, 4, 2, 2, 4, 6, 0, 0, 0]
81106: [0, 1, 0, 2, 6, 4, 8, 5, 1, 2, 7, 2, 0, 0, 0]
81320: [0, 0, 6, 5, 2, 7, 1, 4, 2, 1, 2, 2, 0, 0, 0]
81323: [19, 9, 13, 17, 12, 20, 18, 12, 14, 5, 8, 10, 6, 0, 0]
81345: [1, 0, 2, 2, 8, 3, 2, 3, 3, 6, 2, 1, 0, 0, 0]
81502: [1, 0, 1, 3, 6, 2, 7, 5, 2, 1, 1, 3, 1, 0, 0]
81608: [3, 2, 3, 5, 7, 6, 1, 3, 2, 1, 3, 2, 0, 0, 0]
81879: [1, 0, 6, 4, 6, 6, 6, 3, 3, 2, 0, 2, 0, 0, 0]
81883: [1, 4, 9, 6, 7, 6, 14, 6, 5, 4, 5, 10, 6, 0, 0]
81896: [2, 3, 6, 8, 23, 11, 2, 4, 7, 11, 4, 18, 0, 0, 0]
82014: [1, 4, 6, 5, 1, 2, 4, 5, 0, 1, 5, 1, 1, 0, 0]
82253: [0, 2, 0, 4, 5, 4, 4, 1, 2, 2, 4, 2, 2, 0, 0]
82344: [0, 3, 5, 14, 8, 17, 6, 3, 5, 4, 12, 9, 0, 0, 0]
82354: [0, 10, 3, 18, 26, 11, 6, 11, 15, 17, 22, 13, 0, 0, 0]
82419: [0, 0, 1, 1, 7, 4, 6, 3, 0, 2, 3, 4, 3, 0, 0]
82492: [2, 5, 3, 6, 11, 3, 6, 3, 4, 2, 3, 3, 5, 0, 0]
82934: [0, 0, 4, 3, 1, 3, 2, 5, 2, 1, 3, 6, 2, 0, 0]
82972: [1, 2, 6, 10, 4, 6, 1, 1, 2, 1, 1, 0, 0, 0, 0]
83376: [0, 0, 0, 2, 5, 1, 4, 7, 2, 2, 1, 7, 1, 8, 8]
83395: [0, 3, 0, 1, 3, 10, 1, 1, 4, 0, 3, 5, 4, 0, 0]
83474: [0, 2, 1, 9, 3, 6, 8, 4, 5, 8, 10, 6, 14, 0, 0]
83496: [1, 5, 1, 9, 2, 5, 2, 2, 2, 1, 1, 1, 2, 0, 0]
83512: [0, 3, 2, 2, 4, 9, 6, 2, 2, 2, 2, 5, 2, 0, 0]
84152: [0, 1, 2, 6, 8, 8, 5, 12, 4, 12, 7, 8, 0, 0, 0]
84903: [0, 1, 2, 6, 0, 4, 12, 5, 1, 2, 4, 5, 2, 0, 0]
85142: [0, 0, 8, 11, 8, 5, 2, 1, 2, 0, 1, 1, 1, 0, 0]
85328: [0, 0, 0, 2, 3, 1, 8, 4, 4, 6, 8, 7, 8, 0, 0]
85428: [4, 2, 2, 3, 1, 2, 3, 0, 5, 2, 7, 4, 4, 0, 0]
85593: [0, 1, 7, 10, 13, 9, 7, 5, 15, 6, 16, 17, 17, 0, 0]
85860: [2, 4, 2, 7, 8, 7, 5, 0, 2, 1, 2, 2, 1, 0, 0]
85890: [1, 9, 10, 14, 16, 15, 8, 8, 11, 7, 6, 8, 9, 0, 0]
86019: [0, 0, 3, 2, 6, 5, 3, 5, 4, 4, 4, 9, 2, 0, 0]
86264: [0, 0, 1, 5, 7, 16, 9, 3, 9, 8, 8, 11, 5, 0, 0]
86279: [0, 9, 4, 5, 1, 5, 3, 1, 0, 1, 2, 1, 1, 0, 0]
86513: [1, 1, 3, 1, 1, 2, 1, 5, 1, 2, 1, 8, 4, 0, 0]
86663: [0, 9, 5, 5, 2, 6, 3, 1, 1, 0, 0, 0, 0, 0, 0]
86720: [0, 1, 1, 2, 4, 4, 2, 4, 2, 8, 7, 7, 0, 0, 0]
86968: [0, 0, 3, 4, 1, 7, 4, 2, 0, 3, 4, 7, 5, 0, 0]
87085: [1, 2, 9, 11, 12, 11, 10, 8, 5, 1, 3, 3, 3, 0, 0]
87101: [1, 4, 2, 6, 6, 5, 2, 2, 1, 2, 2, 0, 3, 0, 0]
87160: [1, 4, 4, 1, 4, 6, 1, 4, 5, 0, 0, 0, 1, 0, 0]
87251: [0, 0, 3, 4, 5, 5, 8, 8, 15, 5, 4, 1, 0, 2, 2]
87254: [0, 0, 1, 6, 5, 5, 7, 2, 3, 7, 5, 5, 7, 0, 0]
87412: [0, 0, 0, 0, 1, 0, 1, 2, 0, 6, 5, 10, 6, 0, 0]
87681: [1, 8, 5, 14, 1, 15, 4, 4, 1, 0, 0, 1, 2, 0, 0]
88138: [0, 0, 3, 6, 11, 2, 0, 4, 1, 1, 3, 5, 0, 0, 0]
88332: [5, 4, 8, 1, 4, 3, 2, 2, 4, 0, 0, 0, 1, 0, 0]
88927: [0, 1, 3, 0, 4, 6, 7, 4, 5, 6, 5, 5, 3, 0, 0]
89097: [1, 1, 3, 7, 5, 3, 4, 1, 3, 0, 1, 1, 2, 0, 0]
89951: [1, 6, 11, 1, 5, 5, 2, 0, 2, 2, 3, 2, 0, 0, 0]
90012: [0, 0, 2, 0, 3, 4, 4, 1, 2, 3, 2, 3, 7, 0, 0]
90248: [3, 2, 2, 8, 4, 4, 2, 2, 1, 3, 1, 4, 0, 0, 0]
90274: [6, 8, 9, 10, 19, 22, 21, 8, 10, 10, 12, 21, 25, 0, 0]
90505: [3, 8, 14, 17, 23, 16, 10, 8, 4, 13, 17, 11, 0, 0, 0]
90528: [2, 2, 1, 4, 2, 4, 2, 0, 8, 2, 2, 1, 3, 0, 0]
91278: [1, 2, 1, 6, 8, 3, 5, 3, 1, 2, 3, 4, 0, 0, 0]
91452: [0, 0, 2, 2, 5, 1, 3, 1, 2, 1, 6, 14, 3, 0, 0]
91546: [0, 13, 7, 11, 6, 9, 5, 1, 3, 4, 11, 4, 4, 0, 0]
91771: [0, 2, 6, 4, 3, 5, 5, 4, 1, 1, 3, 3, 2, 0, 0]
91799: [0, 0, 0, 1, 0, 1, 2, 0, 2, 0, 8, 12, 7, 0, 0]
91833: [2, 0, 2, 2, 6, 4, 3, 0, 4, 1, 1, 5, 7, 0, 0]
91976: [1, 15, 16, 22, 17, 22, 17, 5, 22, 2, 22, 22, 42, 0, 0]
92035: [1, 4, 6, 6, 10, 13, 0, 2, 3, 1, 4, 2, 3, 0, 0]
92084: [1, 9, 4, 8, 11, 10, 9, 11, 2, 3, 6, 7, 8, 6, 0]
92489: [0, 2, 7, 5, 6, 5, 5, 7, 3, 8, 6, 7, 2, 0, 0]
92578: [0, 0, 0, 4, 0, 2, 5, 3, 7, 5, 8, 5, 8, 0, 0]
92579: [0, 1, 7, 1, 8, 4, 3, 4, 1, 7, 6, 1, 0, 0, 0]
92865: [0, 0, 3, 5, 3, 9, 4, 0, 3, 1, 0, 2, 1, 0, 0]
93381: [0, 1, 6, 6, 9, 5, 3, 3, 0, 1, 3, 0, 1, 0, 0]
93388: [0, 3, 6, 6, 5, 12, 4, 10, 6, 4, 5, 10, 4, 3, 1]
93543: [2, 2, 1, 7, 6, 12, 8, 9, 2, 0, 3, 4, 5, 3, 0]
93781: [1, 5, 4, 18, 15, 25, 11, 6, 9, 9, 20, 18, 10, 0, 0]
93869: [0, 0, 7, 11, 6, 9, 10, 5, 6, 2, 2, 5, 1, 0, 0]
93975: [1, 1, 0, 5, 5, 8, 4, 8, 8, 1, 8, 2, 6, 0, 0]
93981: [0, 1, 4, 9, 4, 11, 6, 5, 8, 7, 9, 6, 0, 0, 0]
93999: [0, 5, 6, 5, 14, 16, 0, 4, 2, 8, 3, 5, 0, 0, 0]
94312: [0, 3, 5, 3, 4, 6, 7, 1, 6, 4, 1, 3, 5, 5, 0]
94520: [1, 1, 2, 5, 9, 4, 6, 1, 1, 3, 1, 2, 0, 0, 0]
94584: [1, 0, 8, 5, 4, 3, 13, 8, 9, 13, 20, 25, 28, 0, 0]
94605: [1, 1, 4, 7, 4, 6, 4, 4, 4, 1, 1, 6, 4, 0, 0]
95021: [0, 0, 1, 1, 5, 8, 16, 3, 7, 18, 27, 26, 35, 0, 0]
95175: [0, 3, 3, 3, 4, 0, 3, 2, 7, 3, 5, 3, 3, 0, 0]
95255: [0, 0, 2, 5, 4, 9, 2, 3, 3, 3, 3, 2, 3, 0, 0]
95553: [3, 6, 10, 6, 37, 33, 14, 19, 17, 23, 27, 26, 3, 0, 0]
95661: [0, 0, 0, 0, 4, 3, 4, 4, 3, 1, 7, 11, 0, 0, 0]
95688: [0, 3, 1, 1, 4, 2, 3, 5, 1, 2, 6, 5, 0, 0, 0]
95863: [0, 1, 6, 6, 7, 3, 1, 4, 3, 2, 4, 2, 0, 0, 0]
95864: [0, 3, 1, 3, 3, 3, 4, 2, 1, 3, 3, 3, 2, 0, 0]
95890: [2, 2, 1, 1, 4, 4, 4, 2, 2, 3, 3, 2, 1, 0, 0]
95926: [0, 0, 0, 1, 1, 1, 2, 1, 7, 5, 14, 11, 0, 0, 0]
95950: [0, 0, 0, 1, 5, 5, 7, 3, 2, 2, 4, 5, 3, 0, 0]
96013: [1, 1, 1, 2, 4, 2, 1, 1, 5, 2, 5, 8, 16, 0, 0]
96016: [1, 0, 5, 3, 10, 3, 1, 3, 6, 3, 3, 2, 0, 0, 0]
96037: [0, 4, 2, 9, 2, 1, 2, 1, 4, 4, 9, 2, 0, 0, 0]
96304: [1, 0, 0, 2, 1, 3, 4, 6, 1, 6, 6, 1, 5, 4, 1]
97395: [3, 3, 15, 15, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
97683: [0, 1, 4, 10, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
98664: [0, 20, 16, 8, 8, 19, 15, 12, 1, 0, 0, 0, 0, 0, 0]
98726: [0, 2, 5, 6, 6, 1, 5, 6, 0, 0, 0, 0, 0, 0, 0]
99806: [1, 5, 6, 28, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
100300: [0, 9, 2, 9, 6, 4, 7, 8, 0, 0, 0, 0, 0, 0, 0]
101852: [2, 1, 4, 0, 5, 5, 6, 12, 0, 0, 0, 0, 0, 0, 0]
102458: [0, 10, 7, 8, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
107212: [0, 0, 7, 5, 8, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]
108547: [2, 8, 6, 8, 9, 15, 10, 16, 0, 0, 0, 0, 0, 0, 0]
110978: [5, 2, 7, 3, 11, 9, 1, 1, 0, 0, 0, 0, 0, 0, 0]
111521: [0, 1, 2, 1, 2, 7, 2, 1, 4, 5, 4, 2, 0, 0, 0]
111571: [0, 0, 0, 0, 9, 7, 22, 0, 0, 0, 0, 0, 0, 0, 0]
112243: [0, 5, 1, 1, 4, 13, 7, 0, 0, 0, 0, 0, 0, 0, 0]
113180: [2, 4, 1, 4, 9, 8, 5, 3, 0, 0, 0, 0, 0, 0, 0]
114509: [1, 1, 4, 4, 13, 7, 19, 0, 0, 0, 0, 0, 0, 0, 0]
116399: [0, 1, 2, 12, 6, 21, 15, 0, 0, 0, 0, 0, 0, 0, 0]
116944: [0, 6, 3, 7, 3, 4, 4, 2, 8, 8, 9, 0, 0, 0, 0]
117731: [0, 2, 6, 1, 5, 2, 10, 4, 5, 2, 2, 2, 2, 5, 3]
118094: [2, 4, 3, 4, 14, 13, 6, 0, 0, 0, 0, 0, 0, 0, 0]
118239: [0, 1, 1, 2, 1, 7, 6, 2, 11, 5, 0, 0, 0, 0, 0]
118498: [0, 3, 9, 8, 0, 23, 3, 0, 0, 0, 0, 0, 0, 0, 0]
119854: [0, 6, 7, 6, 7, 9, 13, 0, 0, 0, 0, 0, 0, 0, 0]
120907: [0, 0, 3, 6, 5, 0, 10, 6, 13, 13, 7, 0, 0, 0, 0]
121474: [0, 1, 2, 3, 3, 6, 2, 1, 2, 5, 2, 5, 1, 0, 0]
121603: [0, 6, 3, 4, 7, 22, 7, 0, 0, 0, 0, 0, 0, 0, 0]
121901: [1, 5, 4, 6, 5, 5, 8, 3, 0, 0, 0, 0, 0, 0, 0]
123956: [0, 0, 0, 1, 3, 0, 5, 5, 11, 17, 16, 0, 0, 0, 0]
126474: [0, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
142775: [1, 1, 3, 2, 10, 1, 2, 0, 3, 0, 6, 0, 6, 6, 5]
142793: [0, 1, 0, 2, 0, 0, 2, 0, 2, 0, 3, 6, 2, 2, 0]
142940: [0, 1, 2, 4, 0, 1, 1, 2, 1, 2, 2, 6, 0, 1, 3]
142949: [2, 11, 20, 4, 4, 11, 11, 2, 3, 0, 4, 5, 1, 2, 1]
143056: [1, 9, 5, 16, 4, 9, 3, 2, 2, 5, 3, 2, 1, 2, 1]
143065: [2, 4, 4, 6, 5, 0, 1, 1, 1, 3, 1, 1, 0, 0, 1]
143109: [0, 1, 3, 6, 7, 2, 4, 3, 3, 1, 0, 0, 0, 1, 0]
143153: [0, 3, 0, 0, 6, 2, 3, 1, 4, 0, 1, 2, 2, 2, 2]
143156: [0, 3, 1, 5, 6, 7, 6, 7, 5, 8, 5, 6, 7, 9, 14]
143208: [0, 0, 1, 0, 5, 1, 6, 0, 1, 1, 6, 3, 5, 4, 8]
143267: [0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 1, 0, 3]
143384: [0, 3, 3, 1, 4, 6, 3, 1, 0, 3, 0, 6, 0, 6, 3]
143544: [0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2]
143581: [0, 0, 0, 4, 13, 4, 9, 2, 12, 3, 2, 0, 2, 2, 4]
143718: [1, 1, 2, 2, 6, 7, 1, 2, 0, 0, 0, 1, 1, 2, 5]
143812: [0, 0, 1, 3, 2, 4, 3, 5, 2, 2, 0, 6, 1, 1, 1]
143918: [0, 0, 0, 3, 3, 5, 2, 3, 1, 2, 1, 0, 2, 1, 3]
144048: [0, 2, 2, 1, 2, 4, 2, 0, 4, 0, 2, 0, 1, 1, 4]
144149: [0, 1, 1, 2, 1, 0, 4, 3, 4, 3, 0, 1, 0, 1, 0]
144155: [0, 1, 0, 0, 1, 3, 4, 1, 2, 3, 3, 1, 2, 2, 2]
144165: [1, 4, 9, 6, 2, 2, 2, 3, 0, 3, 0, 0, 0, 1, 1]
144178: [0, 0, 0, 0, 1, 2, 3, 3, 1, 2, 2, 1, 2, 1, 5]
144180: [0, 1, 7, 6, 3, 1, 1, 1, 2, 0, 0, 2, 0, 1, 2]
144427: [0, 5, 19, 23, 27, 15, 31, 34, 28, 11, 36, 16, 34, 10, 21]
144536: [3, 1, 9, 9, 6, 5, 3, 4, 1, 4, 1, 2, 0, 1, 0]
144724: [1, 2, 1, 2, 5, 2, 5, 1, 3, 1, 0, 4, 4, 2, 1]
144779: [0, 4, 1, 9, 10, 12, 6, 6, 5, 1, 1, 2, 0, 3, 0]
144784: [0, 0, 1, 5, 3, 5, 6, 0, 1, 2, 0, 4, 2, 5, 0]
144824: [0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 2, 1, 0, 4, 2]
144896: [1, 6, 8, 2, 6, 3, 0, 2, 2, 2, 0, 0, 1, 1, 1]
145097: [0, 2, 7, 1, 1, 9, 4, 3, 2, 5, 2, 3, 1, 6, 5]
145191: [0, 0, 2, 1, 1, 2, 2, 2, 4, 3, 5, 3, 4, 4, 4]
145286: [0, 0, 1, 5, 3, 4, 3, 5, 8, 3, 1, 2, 3, 1, 2]
145405: [8, 21, 22, 14, 10, 8, 6, 5, 1, 5, 4, 0, 0, 0, 0]
145429: [1, 9, 4, 2, 7, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0]
145452: [0, 0, 0, 2, 4, 1, 0, 2, 4, 1, 1, 3, 0, 2, 0]
145504: [1, 3, 3, 7, 4, 4, 1, 3, 2, 1, 1, 0, 0, 0, 0]
145515: [1, 3, 6, 11, 11, 4, 1, 2, 0, 2, 0, 1, 0, 0, 0]
145525: [0, 2, 4, 3, 5, 3, 0, 4, 2, 0, 0, 0, 2, 1, 0]
145750: [0, 1, 10, 9, 5, 1, 1, 1, 0, 2, 0, 0, 0, 2, 1]
145826: [0, 2, 6, 7, 1, 3, 6, 2, 3, 0, 1, 1, 1, 2, 3]
145893: [0, 1, 0, 0, 0, 0, 1, 0, 3, 0, 1, 2, 0, 2, 1]
146000: [1, 2, 10, 8, 10, 12, 3, 8, 1, 3, 0, 0, 1, 0, 0]
146041: [0, 5, 8, 16, 7, 3, 5, 4, 4, 5, 2, 1, 3, 0, 2]
146201: [0, 0, 2, 1, 1, 0, 3, 8, 2, 5, 1, 3, 1, 4, 0]
146280: [0, 0, 1, 2, 1, 7, 2, 1, 0, 4, 0, 1, 5, 0, 0]
146285: [0, 0, 4, 3, 7, 7, 7, 14, 3, 6, 2, 3, 5, 6, 3]
146286: [1, 5, 8, 8, 2, 2, 0, 2, 0, 1, 2, 2, 0, 0, 2]
146350: [4, 15, 6, 3, 7, 4, 5, 0, 3, 1, 6, 0, 1, 0, 0]
146364: [0, 1, 2, 3, 7, 6, 6, 7, 5, 3, 3, 0, 8, 1, 0]
146623: [1, 4, 6, 5, 5, 1, 8, 4, 2, 1, 2, 0, 2, 3, 0]
146723: [0, 0, 1, 0, 2, 1, 0, 0, 2, 3, 1, 1, 3, 2, 1]
146812: [0, 1, 0, 1, 1, 0, 1, 2, 5, 0, 5, 3, 3, 2, 0]
146856: [2, 2, 12, 12, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
147014: [4, 10, 10, 11, 4, 3, 8, 5, 2, 2, 3, 0, 1, 1, 2]
147056: [2, 4, 3, 8, 3, 6, 6, 2, 0, 5, 0, 1, 2, 3, 2]
147113: [0, 2, 3, 3, 0, 1, 2, 3, 1, 2, 0, 2, 2, 1, 8]
147258: [1, 0, 1, 0, 1, 0, 2, 1, 0, 1, 2, 5, 0, 7, 6]
147372: [0, 0, 11, 3, 0, 4, 3, 4, 0, 5, 0, 0, 0, 0, 0]
147375: [1, 4, 7, 3, 10, 4, 7, 2, 5, 1, 2, 3, 2, 1, 0]
147429: [0, 0, 1, 2, 4, 2, 2, 3, 0, 2, 2, 2, 0, 6, 1]
147509: [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 21]
147592: [0, 9, 4, 6, 6, 2, 5, 1, 2, 1, 0, 0, 0, 1, 1]
147906: [1, 10, 14, 10, 20, 13, 12, 7, 14, 3, 12, 2, 6, 6, 11]
148046: [5, 6, 6, 8, 3, 4, 2, 1, 2, 1, 2, 0, 0, 0, 1]
148120: [0, 1, 4, 1, 0, 3, 2, 1, 0, 2, 1, 5, 1, 0, 0]
148144: [1, 0, 1, 3, 0, 1, 1, 1, 1, 2, 0, 2, 1, 2, 2]
148163: [0, 0, 0, 0, 1, 3, 3, 4, 0, 5, 6, 2, 0, 0, 3]
148310: [1, 3, 0, 3, 7, 4, 6, 3, 2, 4, 3, 0, 4, 6, 2]
148379: [0, 0, 0, 0, 4, 1, 1, 1, 2, 0, 0, 1, 1, 2, 3]
148419: [0, 2, 0, 1, 4, 5, 2, 4, 2, 2, 1, 1, 0, 0, 3]
148467: [0, 4, 6, 8, 11, 7, 6, 9, 7, 4, 4, 3, 3, 1, 1]
148806: [0, 1, 3, 5, 13, 6, 4, 5, 6, 3, 1, 0, 0, 0, 1]
148883: [1, 6, 2, 5, 6, 1, 1, 1, 1, 2, 1, 0, 3, 1, 0]
148966: [0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 1]
149023: [0, 3, 5, 6, 1, 6, 2, 0, 0, 1, 1, 3, 1, 1, 1]
149046: [0, 4, 2, 7, 5, 4, 3, 2, 8, 2, 1, 0, 0, 0, 0]
149075: [1, 9, 9, 3, 5, 3, 2, 4, 4, 3, 1, 0, 0, 1, 4]
149510: [0, 1, 2, 3, 1, 5, 6, 1, 1, 3, 0, 1, 0, 0, 0]
149540: [0, 3, 3, 10, 6, 8, 6, 3, 4, 8, 3, 5, 5, 2, 8]
149659: [3, 9, 1, 3, 6, 4, 7, 1, 2, 1, 2, 0, 1, 1, 0]
149760: [0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 4]
149857: [1, 1, 7, 6, 7, 5, 7, 2, 3, 4, 3, 0, 1, 2, 1]
149873: [0, 5, 4, 7, 4, 3, 7, 1, 2, 0, 3, 1, 3, 0, 2]
149901: [0, 2, 12, 8, 2, 4, 1, 2, 3, 2, 0, 2, 0, 2, 2]
149915: [0, 1, 3, 0, 7, 2, 3, 2, 8, 6, 2, 0, 1, 3, 5]
149953: [2, 5, 4, 1, 7, 3, 3, 4, 3, 2, 1, 6, 0, 1, 1]
150028: [0, 7, 8, 3, 4, 2, 3, 0, 2, 2, 0, 1, 0, 0, 0]
150194: [0, 1, 3, 3, 2, 6, 4, 1, 1, 5, 3, 0, 5, 1, 2]
150271: [1, 12, 4, 2, 5, 3, 0, 1, 2, 0, 0, 1, 0, 2, 0]
150284: [0, 1, 1, 1, 3, 3, 2, 3, 5, 2, 1, 0, 3, 3, 2]
150387: [0, 1, 2, 5, 5, 5, 5, 4, 1, 2, 1, 2, 0, 2, 0]
150569: [0, 2, 1, 3, 3, 3, 5, 0, 0, 2, 1, 1, 1, 0, 1]
150595: [0, 6, 7, 8, 7, 1, 3, 0, 4, 1, 0, 0, 0, 0, 0]
150720: [3, 4, 4, 6, 1, 5, 1, 4, 0, 1, 1, 3, 0, 0, 1]
150891: [0, 1, 1, 1, 0, 0, 3, 3, 1, 2, 0, 1, 0, 3, 0]
150897: [0, 0, 1, 0, 8, 1, 2, 1, 0, 1, 0, 0, 0, 2, 0]
151120: [0, 8, 5, 4, 3, 2, 4, 1, 0, 1, 1, 0, 3, 0, 0]
151297: [4, 20, 4, 53, 84, 77, 69, 41, 44, 34, 30, 15, 17, 13, 8]
151318: [0, 2, 3, 2, 5, 5, 5, 1, 1, 0, 4, 3, 0, 2, 1]
151520: [0, 3, 5, 2, 8, 1, 1, 0, 2, 0, 2, 0, 1, 2, 0]
151590: [0, 1, 6, 6, 8, 1, 1, 1, 2, 1, 0, 1, 1, 0, 1]
151598: [0, 5, 7, 4, 3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 8]
151679: [0, 13, 5, 16, 7, 6, 5, 7, 1, 1, 5, 1, 0, 1, 0]
151824: [1, 0, 5, 5, 1, 8, 0, 2, 0, 2, 0, 2, 1, 1, 2]
151848: [0, 0, 2, 1, 0, 0, 2, 0, 4, 1, 2, 1, 1, 5, 2]
151853: [1, 9, 7, 8, 4, 3, 6, 1, 2, 2, 1, 0, 1, 0, 0]
151906: [3, 12, 1, 9, 2, 6, 12, 7, 5, 7, 2, 4, 2, 4, 2]
151925: [2, 4, 1, 2, 2, 1, 1, 2, 1, 0, 0, 6, 3, 6, 3]
151979: [0, 1, 0, 3, 4, 3, 4, 3, 5, 9, 9, 2, 8, 1, 6]
151980: [6, 17, 8, 3, 19, 25, 14, 20, 8, 10, 4, 4, 2, 1, 3]
