77289: [0, 6, 2, 15, 9, 5, 2, 4, 8, 1, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0]
77381: [3, 3, 3, 9, 0, 2, 3, 1, 4, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]
77385: [1, 0, 4, 3, 4, 3, 3, 3, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]
77419: [2, 2, 10, 12, 19, 17, 33, 14, 19, 16, 30, 13, 15, 0, 0, 0, 0, 0, 0, 0]
77502: [0, 2, 3, 6, 3, 9, 8, 3, 5, 1, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0]
77562: [0, 0, 8, 3, 3, 5, 1, 5, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77586: [0, 1, 2, 2, 2, 2, 1, 4, 1, 0, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0]
77723: [0, 0, 2, 0, 2, 7, 5, 3, 5, 0, 5, 1, 2, 0, 0, 0, 0, 0, 0, 0]
77769: [0, 1, 0, 3, 2, 2, 1, 1, 4, 1, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]
77770: [0, 0, 4, 2, 4, 5, 2, 3, 1, 7, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0]
77820: [1, 1, 1, 7, 0, 11, 4, 2, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0]
77898: [0, 0, 1, 3, 3, 4, 5, 0, 4, 4, 1, 5, 7, 0, 0, 0, 0, 0, 0, 0]
77906: [0, 0, 4, 1, 1, 3, 3, 1, 5, 5, 5, 8, 5, 0, 0, 0, 0, 0, 0, 0]
77949: [0, 3, 1, 4, 6, 1, 6, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]
78151: [0, 0, 1, 6, 6, 5, 2, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
78159: [0, 1, 7, 4, 2, 1, 3, 2, 3, 0, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0]
78184: [0, 0, 1, 4, 1, 3, 2, 1, 0, 3, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0]
78229: [0, 0, 2, 1, 1, 2, 4, 0, 1, 5, 0, 7, 3, 0, 0, 0, 0, 0, 0, 0]
78336: [0, 2, 3, 3, 2, 4, 1, 4, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
78357: [0, 1, 11, 7, 6, 6, 7, 14, 1, 0, 8, 10, 5, 0, 0, 0, 0, 0, 0, 0]
78479: [8, 11, 10, 14, 13, 18, 18, 2, 9, 4, 11, 10, 15, 0, 0, 0, 0, 0, 0, 0]
78689: [1, 1, 5, 7, 10, 2, 0, 2, 0, 2, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0]
78692: [0, 3, 3, 4, 8, 6, 7, 8, 9, 7, 8, 10, 1, 0, 0, 0, 0, 0, 0, 0]
78752: [1, 0, 4, 5, 9, 1, 1, 2, 3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0]
78853: [1, 4, 5, 2, 2, 3, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
78858: [1, 4, 4, 2, 4, 0, 9, 5, 4, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0]
78866: [1, 6, 5, 8, 6, 3, 4, 1, 3, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0]
78909: [0, 3, 3, 4, 3, 2, 5, 1, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0]
78912: [0, 0, 0, 0, 1, 3, 1, 2, 2, 2, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0]
79074: [0, 0, 0, 3, 2, 4, 2, 3, 1, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0]
79176: [0, 2, 7, 4, 7, 1, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
79206: [0, 1, 2, 2, 0, 6, 2, 6, 3, 6, 4, 3, 9, 8, 0, 0, 0, 0, 0, 0]
79324: [1, 1, 2, 4, 7, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
79435: [0, 2, 7, 3, 4, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
79443: [3, 0, 6, 2, 2, 6, 6, 7, 4, 12, 7, 10, 0, 0, 0, 0, 0, 0, 0, 0]
79462: [2, 2, 1, 2, 2, 5, 6, 2, 3, 0, 2, 5, 8, 0, 0, 0, 0, 0, 0, 0]
79503: [3, 1, 7, 6, 1, 4, 4, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
79534: [0, 0, 2, 3, 4, 4, 1, 1, 5, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]
79587: [2, 3, 4, 0, 3, 2, 4, 0, 0, 4, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0]
79620: [2, 7, 6, 12, 11, 15, 11, 6, 6, 3, 4, 7, 6, 0, 0, 0, 0, 0, 0, 0]
79708: [0, 0, 2, 2, 2, 2, 3, 0, 2, 1, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0]
79824: [0, 3, 0, 3, 2, 7, 0, 3, 2, 1, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0]
79958: [0, 1, 0, 1, 0, 2, 2, 1, 4, 2, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0]
79960: [2, 3, 1, 3, 3, 8, 4, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]
80041: [1, 7, 4, 10, 2, 0, 2, 1, 2, 1, 1, 0, 0, 3, 1, 0, 0, 0, 1, 0]
80095: [0, 4, 1, 4, 6, 3, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
80170: [0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0]
80262: [1, 0, 4, 10, 3, 9, 2, 1, 0, 2, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0]
80365: [0, 0, 9, 5, 1, 3, 2, 3, 1, 3, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0]
80475: [1, 1, 4, 2, 8, 0, 1, 2, 3, 1, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]
80514: [2, 9, 8, 8, 11, 16, 1, 3, 6, 2, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0]
80625: [2, 3, 2, 1, 5, 1, 0, 0, 5, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]
80642: [0, 12, 5, 10, 4, 4, 4, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]
80857: [0, 1, 6, 5, 6, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
80870: [1, 3, 7, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
81026: [0, 0, 1, 2, 8, 8, 4, 4, 2, 2, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0]
81062: [0, 4, 1, 4, 3, 6, 2, 2, 0, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0]
81072: [0, 0, 1, 3, 5, 5, 3, 2, 0, 2, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]
81106: [0, 1, 0, 2, 6, 4, 8, 5, 1, 2, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0]
81320: [0, 0, 6, 5, 2, 7, 1, 4, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]
81323: [19, 9, 13, 17, 12, 20, 18, 12, 14, 5, 8, 10, 6, 0, 0, 0, 0, 0, 0, 0]
81345: [1, 0, 2, 2, 8, 3, 2, 3, 3, 6, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]
81375: [0, 1, 3, 6, 3, 2, 1, 1, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]
81502: [1, 0, 1, 3, 6, 2, 7, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0]
81608: [3, 2, 3, 5, 7, 6, 1, 3, 2, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]
81879: [1, 0, 6, 4, 6, 6, 6, 3, 3, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]
81883: [1, 4, 9, 6, 7, 6, 14, 6, 5, 4, 5, 10, 6, 0, 0, 0, 0, 0, 0, 0]
81896: [2, 3, 6, 8, 23, 11, 2, 4, 7, 11, 4, 18, 0, 0, 0, 0, 0, 0, 0, 0]
81899: [0, 0, 5, 2, 5, 2, 2, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
81923: [0, 0, 0, 0, 4, 3, 1, 1, 1, 1, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0]
81930: [0, 5, 3, 3, 3, 5, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
82014: [1, 4, 6, 5, 1, 2, 4, 5, 0, 1, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0]
82146: [0, 3, 5, 3, 4, 1, 1, 4, 4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]
82226: [1, 2, 3, 1, 1, 5, 3, 0, 3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]
82253: [0, 2, 0, 4, 5, 4, 4, 1, 2, 2, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0]
82344: [0, 3, 5, 14, 8, 17, 6, 3, 5, 4, 12, 9, 0, 0, 0, 0, 0, 0, 0, 0]
82354: [0, 10, 3, 18, 26, 11, 6, 11, 15, 17, 22, 13, 0, 0, 0, 0, 0, 0, 0, 0]
82419: [0, 0, 1, 1, 7, 4, 6, 3, 0, 2, 3, 4, 3, 0, 0, 0, 0, 0, 0, 0]
82455: [0, 0, 2, 3, 2, 2, 0, 4, 0, 3, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0]
82492: [2, 5, 3, 6, 11, 3, 6, 3, 4, 2, 3, 3, 5, 0, 0, 0, 0, 0, 0, 0]
82602: [0, 1, 4, 3, 2, 2, 3, 1, 1, 2, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0]
82742: [0, 0, 1, 1, 1, 6, 4, 0, 3, 1, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0]
82756: [3, 2, 2, 3, 5, 1, 1, 1, 0, 0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0]
82926: [1, 2, 2, 1, 1, 1, 1, 2, 0, 4, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0]
82934: [0, 0, 4, 3, 1, 3, 2, 5, 2, 1, 3, 6, 2, 0, 0, 0, 0, 0, 0, 0]
82972: [1, 2, 6, 10, 4, 6, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
83130: [0, 2, 1, 0, 4, 3, 1, 3, 0, 0, 2, 2, 6, 0, 0, 0, 0, 0, 0, 0]
83136: [0, 1, 3, 2, 3, 1, 3, 0, 1, 1, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0]
83233: [0, 0, 1, 0, 0, 1, 2, 0, 0, 4, 3, 6, 5, 0, 0, 0, 0, 0, 0, 0]
83376: [0, 0, 0, 2, 5, 1, 4, 7, 2, 2, 1, 7, 1, 8, 8, 4, 0, 0, 0, 0]
83395: [0, 3, 0, 1, 3, 10, 1, 1, 4, 0, 3, 5, 4, 0, 0, 0, 0, 0, 0, 0]
83474: [0, 2, 1, 9, 3, 6, 8, 4, 5, 8, 10, 6, 14, 0, 0, 0, 0, 0, 0, 0]
83496: [1, 5, 1, 9, 2, 5, 2, 2, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0]
83512: [0, 3, 2, 2, 4, 9, 6, 2, 2, 2, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0]
83597: [0, 1, 0, 2, 3, 2, 0, 2, 3, 0, 9, 1, 4, 0, 0, 0, 0, 0, 0, 0]
83725: [0, 0, 3, 0, 2, 3, 1, 1, 0, 5, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0]
83767: [1, 0, 2, 4, 6, 0, 2, 1, 2, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0]
83935: [1, 1, 1, 6, 1, 2, 0, 6, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]
84152: [0, 1, 2, 6, 8, 8, 5, 12, 4, 12, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0]
84440: [0, 0, 7, 5, 3, 3, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]
84633: [0, 0, 0, 1, 0, 1, 2, 0, 1, 3, 6, 4, 5, 0, 0, 0, 0, 0, 0, 0]
84672: [0, 0, 1, 2, 5, 0, 0, 1, 1, 0, 2, 4, 6, 0, 0, 0, 0, 0, 0, 0]
84756: [0, 0, 3, 5, 5, 2, 1, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0]
84840: [0, 0, 6, 7, 2, 6, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
84903: [0, 1, 2, 6, 0, 4, 12, 5, 1, 2, 4, 5, 2, 0, 0, 0, 0, 0, 0, 0]
85137: [0, 1, 3, 2, 1, 3, 3, 2, 0, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0]
85142: [0, 0, 8, 11, 8, 5, 2, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
85328: [0, 0, 0, 2, 3, 1, 8, 4, 4, 6, 8, 7, 8, 0, 0, 0, 0, 0, 0, 0]
85428: [4, 2, 2, 3, 1, 2, 3, 0, 5, 2, 7, 4, 4, 0, 0, 0, 0, 0, 0, 0]
85556: [0, 0, 1, 1, 1, 3, 1, 3, 1, 0, 1, 2, 7, 0, 0, 0, 0, 0, 0, 0]
85593: [0, 1, 7, 10, 13, 9, 7, 5, 15, 6, 16, 17, 17, 0, 0, 0, 0, 0, 0, 0]
85603: [1, 0, 0, 4, 0, 2, 1, 3, 1, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0]
85860: [2, 4, 2, 7, 8, 7, 5, 0, 2, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0]
85888: [0, 0, 3, 0, 7, 3, 1, 2, 2, 2, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0]
85890: [1, 9, 10, 14, 16, 15, 8, 8, 11, 7, 6, 8, 9, 0, 0, 0, 0, 0, 0, 0]
85908: [0, 2, 1, 2, 2, 7, 3, 1, 4, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0]
86019: [0, 0, 3, 2, 6, 5, 3, 5, 4, 4, 4, 9, 2, 0, 0, 0, 0, 0, 0, 0]
86071: [0, 0, 2, 7, 3, 4, 0, 4, 0, 3, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0]
86188: [1, 2, 1, 3, 3, 8, 2, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
86264: [0, 0, 1, 5, 7, 16, 9, 3, 9, 8, 8, 11, 5, 0, 0, 0, 0, 0, 0, 0]
86279: [0, 9, 4, 5, 1, 5, 3, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0]
86390: [0, 1, 2, 0, 3, 0, 0, 4, 3, 2, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0]
86408: [0, 0, 4, 2, 0, 5, 1, 1, 2, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0]
86513: [1, 1, 3, 1, 1, 2, 1, 5, 1, 2, 1, 8, 4, 0, 0, 0, 0, 0, 0, 0]
86663: [0, 9, 5, 5, 2, 6, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
86720: [0, 1, 1, 2, 4, 4, 2, 4, 2, 8, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0]
86968: [0, 0, 3, 4, 1, 7, 4, 2, 0, 3, 4, 7, 5, 0, 0, 0, 0, 0, 0, 0]
87019: [3, 0, 4, 5, 0, 1, 1, 2, 0, 0, 5, 4, 5, 0, 0, 0, 0, 0, 0, 0]
87085: [1, 2, 9, 11, 12, 11, 10, 8, 5, 1, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0]
87096: [0, 1, 3, 1, 3, 3, 2, 2, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0]
87101: [1, 4, 2, 6, 6, 5, 2, 2, 1, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0]
87158: [0, 2, 2, 3, 4, 4, 0, 1, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]
87160: [1, 4, 4, 1, 4, 6, 1, 4, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
87188: [0, 2, 2, 1, 2, 2, 3, 3, 1, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0]
87251: [0, 0, 3, 4, 5, 5, 8, 8, 15, 5, 4, 1, 0, 2, 2, 3, 0, 0, 0, 0]
87254: [0, 0, 1, 6, 5, 5, 7, 2, 3, 7, 5, 5, 7, 0, 0, 0, 0, 0, 0, 0]
87412: [0, 0, 0, 0, 1, 0, 1, 2, 0, 6, 5, 10, 6, 0, 0, 0, 0, 0, 0, 0]
87430: [0, 3, 6, 4, 1, 4, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
87516: [1, 1, 1, 3, 2, 0, 1, 3, 2, 4, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0]
87681: [1, 8, 5, 14, 1, 15, 4, 4, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]
88001: [1, 2, 0, 2, 3, 4, 2, 1, 1, 2, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0]
88008: [0, 2, 1, 3, 4, 1, 1, 1, 2, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]
88121: [0, 1, 2, 2, 2, 2, 2, 1, 1, 4, 1, 9, 2, 0, 0, 0, 0, 0, 0, 0]
88138: [0, 0, 3, 6, 11, 2, 0, 4, 1, 1, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0]
88209: [0, 0, 0, 0, 2, 1, 0, 2, 2, 7, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0]
88256: [0, 0, 2, 1, 2, 5, 0, 4, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]
88294: [1, 3, 0, 3, 5, 2, 3, 2, 1, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0]
88332: [5, 4, 8, 1, 4, 3, 2, 2, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
88396: [0, 1, 5, 1, 4, 2, 0, 2, 0, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0]
88501: [1, 0, 5, 1, 1, 1, 3, 0, 2, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0]
88513: [2, 2, 7, 2, 1, 2, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
88556: [0, 3, 2, 3, 2, 6, 1, 3, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
88607: [0, 2, 5, 6, 4, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
88615: [0, 2, 4, 2, 3, 0, 3, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]
